TECHNICAL_DRAWING_NO;PRODUCT_TYPE_CLASSIF;PRODUCT_TYPE_CLASSIF_DB;CEST_CODE;FCI_CODE;SERIAL_LIFECYCLE_GROUP_ID;PART_COPY_SOURCE_SITE;PART_COPY_GROUP_ID;CBS_IBS_UNIT_FACTOR;IS_UNIT_FACTOR;LEGAL_REFERENCE;KIT_PART;KIT_PART_DB;CUSTOMS_CAPITAL_REGIME_IND;REINF_SERV_CLASSIFICATION;PART_NO;DESCRIPTION;LANGUAGE_DESCRIPTION;INFO_TEXT;STD_NAME_ID;UNIT_CODE;LOT_TRACKING_CODE;LOT_TRACKING_CODE_DB;SERIAL_RULE;SERIAL_RULE_DB;SERIAL_TRACKING_CODE;SERIAL_TRACKING_CODE_DB;ENG_SERIAL_TRACKING_CODE;ENG_SERIAL_TRACKING_CODE_DB;PART_MAIN_GROUP;CONFIGURABLE;CONFIGURABLE_DB;CUST_WARRANTY_ID;SUP_WARRANTY_ID;CONDITION_CODE_USAGE;CONDITION_CODE_USAGE_DB;SUB_LOT_RULE;SUB_LOT_RULE_DB;LOT_QUANTITY_RULE;LOT_QUANTITY_RULE_DB;POSITION_PART;POSITION_PART_DB;INPUT_UNIT_MEAS_GROUP_ID;CATCH_UNIT_ENABLED;CATCH_UNIT_ENABLED_DB;MULTILEVEL_TRACKING;MULTILEVEL_TRACKING_DB;COMPONENT_LOT_RULE;COMPONENT_LOT_RULE_DB;STOP_ARRIVAL_ISSUED_SERIAL;STOP_ARRIVAL_ISSUED_SERIAL_DB;WEIGHT_NET;UOM_FOR_WEIGHT_NET;VOLUME_NET;UOM_FOR_VOLUME_NET;FREIGHT_FACTOR;ALLOW_AS_NOT_CONSUMED;ALLOW_AS_NOT_CONSUMED_DB;RECEIPT_ISSUE_SERIAL_TRACK;RECEIPT_ISSUE_SERIAL_TRACK_DB;STOP_NEW_SERIAL_IN_RMA;STOP_NEW_SERIAL_IN_RMA_DB
;;;;;;;;;;;False;FALSE;;;DC1000;DECHETS ACHETES 1000;DECHETS ACHETES 1000;;0;kg;Lot Tracking;LOT TRACKING;Manual;MANUAL;Not Serial Tracking;NOT SERIAL TRACKING;Not Serial Tracking;NOT SERIAL TRACKING;;Not Configured;NOT CONFIGURED;;;Not Allow Condition Code;NOT_ALLOW_COND_CODE;No Sub Lots Allowed;NO_SUBLOTS;One Lot Per Production Order;ONE_LOT;Not a Position Part;NOT POSITION PART;;False;FALSE;Tracking On;TRACKING_ON;Many Lots Allowed;MANY_LOTS_ALLOWED;True;TRUE;;;;;1;False;FALSE;False;FALSE;True;TRUE
