QUICK_REGISTERED_PART_DB;MINIMUM_QTY;DELIVERY_TYPE;EXPORT_TO_EXTERNAL_APP;EXPORT_TO_EXTERNAL_APP_DB;ALLOW_INC_PKG_RSRV_PICKLST;SALES_PART_REBATE_GROUP;PRIMARY_CATALOG;PRIMARY_CATALOG_DB;GTIN_NO;INVERTED_CONV_FACTOR;USE_PRICE_INCL_TAX;USE_PRICE_INCL_TAX_DB;SALES_TYPE;SALES_TYPE_DB;COUNTRY_OF_ORIGIN;STATISTICAL_CODE;ACQUISITION_ORIGIN;ACQUISITION_REASON_ID;PACK_COMP_IN_SHPMNT;HSN_SAC_CODE;SAFT_CATEGORY;SAFT_CATEGORY_DB;ALLOW_INCOMP_PKG_DELIVERY;LANGUAGE_CODE;NBS_CODE;TAX_MANUF_EQUIVALENT;TAX_MANUF_EQUIVALENT_DB;COMPANY;PART_CATALOG_DESCRIPTION;PART_CAT_LANG_DESCRIPTION;REP_PART_CAT_DESCRIPTION;REP_PART_CAT_LANG_DESCR;REPLACEMENT_PART_DESCR;CONTRACT;CATALOG_NO;CATALOG_DESC;PART_NO;CATALOG_GROUP;SALES_PRICE_GROUP_ID;ENG_ATTRIBUTE;NOTE_ID;PRINT_CONTROL_CODE;SALES_UNIT_MEAS;ACTIVEIND;ACTIVEIND_DB;CATALOG_TYPE;CATALOG_TYPE_DB;CONV_FACTOR;COST;CUSTOMS_STAT_NO;DATE_ENTERED;DISCOUNT_GROUP;LIST_PRICE;LIST_PRICE_INCL_TAX;RENTAL_LIST_PRICE;RENTAL_LIST_PRICE_INCL_TAX;NOTE_TEXT;PRICE_CHANGE_DATE;PRICE_CONV_FACTOR;PRICE_UNIT_MEAS;TAX_CODE;TAX_CLASS_ID;TAXABLE;TAXABLE_DB;CLOSE_TOLERANCE;CREATE_SM_OBJECT_OPTION;CREATE_SM_OBJECT_OPTION_DB;EXPECTED_AVERAGE_PRICE;PURCHASE_PART_NO;REPLACEMENT_PART_NO;DATE_OF_REPLACEMENT;CUST_WARRANTY_ID;NON_INV_PART_TYPE;NON_INV_PART_TYPE_DB;INTRASTAT_CONV_FACTOR;SOURCING_OPTION;SOURCING_OPTION_DB;RULE_ID;QUICK_REGISTERED_PART
FALSE;;;False;FALSE;TRUE;;True;TRUE;;1;False;FALSE;Sales Only;SALES;FR;;;;FALSE;;;;TRUE;en;;False;FALSE;TRIMET;Rebuts et D‚chets 5000 plaques;;;;;SJ;RP-5000;Rebuts et D‚chets 5000 plaques;RP-5000;903028;*;;103991;;kg;Active part;Y;Inventory part;INV;1;;;28/06/2026 00:00;;0;0;0;0;;;1;kg;C05;;True;TRUE;0;Do not create SM object;DONOTCREATESMOBJECT;;;;;;Goods;GOODS;;Inventory Order;INVENTORYORDER;;False
