C_GREEN_PERCENTAGE;C_GREEN_PERCENTAGE_DB;COMPANY;PART_CATALOG_DESCRIPTION;PART_CAT_LANG_DESCRIPTION;PART_CATALOG_STD_NAME_ID;PART_CATALOG_CONFIGURABLE;PART_CATALOG_CONFIGURABLE_DB;CONTRACT;PART_NO;ACCOUNTING_GROUP;ASSET_CLASS;COUNTRY_OF_ORIGIN;HAZARD_CODE;NOTE_ID;ESTIMATED_MATERIAL_COST;PART_PRODUCT_CODE;PART_PRODUCT_FAMILY;PART_STATUS;PLANNER_BUYER;PRIME_COMMODITY;SECOND_COMMODITY;UNIT_MEAS;CATCH_UNIT_MEAS;DESCRIPTION;DESCRIPTION_COPY;DESCRIPTION_IN_USE;ABC_CLASS;ABC_CLASS_LOCKED_UNTIL;COUNT_VARIANCE;CREATE_DATE;CYCLE_CODE;CYCLE_CODE_DB;CYCLE_PERIOD;DIM_QUALITY;DURABILITY_DAY;EXPECTED_LEADTIME;LAST_ACTIVITY_DATE;LEAD_TIME_CODE;LEAD_TIME_CODE_DB;MANUF_LEADTIME;NOTE_TEXT;OE_ALLOC_ASSIGN_FLAG;OE_ALLOC_ASSIGN_FLAG_DB;ONHAND_ANALYSIS_FLAG;ONHAND_ANALYSIS_FLAG_DB;PURCH_LEADTIME;EARLIEST_ULTD_SUPPLY_DATE;SUPERSEDES;SUPPLY_CODE;SUPPLY_CODE_DB;TYPE_CODE;TYPE_CODE_DB;CUSTOMS_STAT_NO;TYPE_DESIGNATION;ZERO_COST_FLAG;ZERO_COST_FLAG_DB;AVAIL_ACTIVITY_STATUS;AVAIL_ACTIVITY_STATUS_DB;ENG_ATTRIBUTE;SHORTAGE_FLAG;SHORTAGE_FLAG_DB;FORECAST_CONSUMPTION_FLAG;FORECAST_CONSUMPTION_FLAG_DB;STOCK_MANAGEMENT;STOCK_MANAGEMENT_DB;INTRASTAT_CONV_FACTOR;PART_COST_GROUP_ID;DOP_CONNECTION;DOP_CONNECTION_DB;STD_NAME_ID;INVENTORY_VALUATION_METHOD;INVENTORY_VALUATION_METHOD_DB;NEGATIVE_ON_HAND;NEGATIVE_ON_HAND_DB;TECHNICAL_COORDINATOR_ID;INVOICE_CONSIDERATION;INVOICE_CONSIDERATION_DB;ACTUAL_COST_ACTIVATED;MAX_ACTUAL_COST_UPDATE;CUST_WARRANTY_ID;SUP_WARRANTY_ID;REGION_OF_ORIGIN;INVENTORY_PART_COST_LEVEL;INVENTORY_PART_COST_LEVEL_DB;EXT_SERVICE_COST_METHOD;EXT_SERVICE_COST_METHOD_DB;SUPPLY_CHAIN_PART_GROUP;AUTOMATIC_CAPABILITY_CHECK;AUTOMATIC_CAPABILITY_CHECK_DB;INPUT_UNIT_MEAS_GROUP_ID;DOP_NETTING;DOP_NETTING_DB;CO_RESERVE_ONH_ANALYS_FLAG;CO_RESERVE_ONH_ANALYS_FLAG_DB;QTY_CALC_ROUNDING;LIFECYCLE_STAGE;LIFECYCLE_STAGE_DB;LIFE_STAGE_LOCKED_UNTIL;FREQUENCY_CLASS;FREQUENCY_CLASS_DB;FREQ_CLASS_LOCKED_UNTIL;FIRST_STAT_ISSUE_DATE;LATEST_STAT_ISSUE_DATE;LATEST_STAT_AFFECTING_DATE;DECLINE_DATE;EXPIRED_DATE;DECLINE_ISSUE_COUNTER;EXPIRED_ISSUE_COUNTER;MIN_DURAB_DAYS_CO_DELIV;MIN_DURAB_DAYS_PLANNING;AUTO_CREATED_GTIN;STORAGE_WIDTH_REQUIREMENT;STORAGE_HEIGHT_REQUIREMENT;STORAGE_DEPTH_REQUIREMENT;STORAGE_VOLUME_REQUIREMENT;STORAGE_WEIGHT_REQUIREMENT;MIN_STORAGE_TEMPERATURE;MAX_STORAGE_TEMPERATURE;MIN_STORAGE_HUMIDITY;MAX_STORAGE_HUMIDITY;STANDARD_PUTAWAY_QTY;PUTAWAY_ZONE_REFILL_OPTION;PUTAWAY_ZONE_REFILL_OPTION_DB;RESET_CONFIG_STD_COST;RESET_CONFIG_STD_COST_DB;MANDATORY_EXPIRATION_DATE;MANDATORY_EXPIRATION_DATE_DB;EXCL_SHIP_PACK_PROPOSAL;EXCL_SHIP_PACK_PROPOSAL_DB;STATISTICAL_CODE;ACQUISITION_ORIGIN;ACQUISITION_REASON_ID;HSN_SAC_CODE;PRODUCT_CATEGORY_ID;CONSUMPTION_TAX;CONSUMPTION_TAX_DB;TAX_MANUF_EQUIVALENT;TAX_MANUF_EQUIVALENT_DB;C_DIAMETER;C_ALLOY_CODE;C_ALLOY_SERIE_CODE;C_FAMILY_CODE;C_FINAL_STATE_CODE;C_SPIRE_CODE;C_EPAISSEUR_BRUT;C_LONGUEUR_BRUT;C_LARGEUR_BRUT;C_DENSITY;C_COMMERCIAL_WEIGHT;C_FORME_CODE;C_SAWING_CODE;C_LOAD_STANDARD_CODE;C_AMMA_TYPE;C_AMMA_TYPE_DB;C_RECASTING_TYPE;C_RECASTING_TYPE_DB;C_IS_GREEN;C_IS_GREEN_DB
;;TRIMET;DECHETS ACHETES 1000;;0;Not Configured;NOT CONFIGURED;CS;DC1000;;S;;;170828;0;;;A;*;;;kg;;DECHETS ACHETES 1000;DECHETS ACHETES 1000;DECHETS ACHETES 1000;C;;0;03/09/2026 00:00;Not Cyclic Counting;N;0;;;0;03/09/2026 00:00;Purchased;P;0;;Normal reservation;N;No Availability Check;N;0;;;Inventory Order;IO;Purchased;4;;;Zero Cost Allowed;Y;Changed;CHANGED;;No Shortage Notation;N;No Online Consumption;NOFORECAST;System Managed Inventory;SYSTEM MANAGED INVENTORY;;;Automatic DOP;AUT;;Weighted Average;AV;Negative On Hand Not Allowed;NEG ONHAND NOT OK;;Ignore Invoice Price;IGNORE INVOICE PRICE;;;;;;Cost Per Part;COST PER PART;Exclude Service Cost;EXCLUDE SERVICE COST;;No Automatic Capability Check;NO AUTOMATIC CAPABILITY CHECK;;No Netting;NONET;No Availability Check;N;16;Development;DEVELOPMENT;;Very Slow Mover;VERY SLOW MOVER;;;;;;;;;0;0;;;;;;;;;;;;;;False;FALSE;False;FALSE;False;FALSE;;;;;;False;FALSE;False;FALSE;;;;MS;;;;;;;;;;;;;;;False;FALSE
